url,name,searched
/wiki/Rarefaction,Rarefaction,False
/wiki/Plasma_(physics),Plasma (physics),False
/wiki/Galaxy_filament,Galaxy filament,False
/wiki/Intracluster_medium,Intracluster medium,False
/wiki/Aristotle,Aristotle,False
/wiki/Horror_vacui_(physics),Horror vacui (physics),False
/wiki/Ontology,Ontology,False
/wiki/Parmenides,Parmenides,False
/wiki/Western_culture,Western culture,False
/wiki/Ren%C3%A9_Descartes,René Descartes,False
/wiki/Ancient_China,History of China,False
/wiki/Zhang_Heng,Zhang Heng,False
/wiki/Galileo_Galilei,Galileo Galilei,False
/wiki/Evangelista_Torricelli,Evangelista Torricelli,False
/wiki/Barometer,Barometer,False
/wiki/Blaise_Pascal,Blaise Pascal,False
/wiki/Air_pressure,Atmospheric pressure,False
/wiki/Puy_de_D%C3%B4me,Puy de Dôme,False
/wiki/Magdeburg_hemispheres,Magdeburg hemispheres,False
/wiki/Otto_von_Guericke,Otto von Guericke,False
/wiki/Density,Density,False
/wiki/Nicolaus_Cusanus,Nicholas of Cusa,False
/wiki/Universe,Universe,False
/wiki/Giordano_Bruno,Giordano Bruno,False
/wiki/Heliocentric,Heliocentrism,False
/wiki/Cosmology,Cosmology,False
/wiki/Aether_(classical_element),Aether (classical element),False
/wiki/William_Gilbert_(astronomer),William Gilbert (physician),False
/wiki/Ancient_Greece,Ancient Greece,False
/wiki/Luminiferous_aether,Luminiferous aether,False
/wiki/Michelson%E2%80%93Morley_experiment,Michelson–Morley experiment,False
/wiki/Speed_of_light,Speed of light,False
/wiki/Null_result,Null result,False
/wiki/Albert_Einstein,Albert Einstein,False
/wiki/Special_relativity,Special relativity,False
/wiki/Frame_of_reference,Frame of reference,False
/wiki/Astronomer,Astronomer,False
/wiki/Thomas_Digges,Thomas Digges,False
/wiki/Friedrich_Bessel,Friedrich Bessel,False
/wiki/61_Cygni,61 Cygni,False
/wiki/Stellar_parallax,Stellar parallax,False
/wiki/Arcsecond,Minute and second of arc,False
/wiki/Light_year,Light-year,False
/wiki/Heber_Doust_Curtis,Heber Doust Curtis,False
/wiki/Nova,Nova,False
/wiki/Andromeda_Galaxy,Andromeda Galaxy,False
/wiki/Edwin_Hubble,Edwin Hubble,False
/wiki/Cepheid_variable,Cepheid variable,False
/wiki/Henrietta_Leavitt,Henrietta Swan Leavitt,False
/wiki/Milky_Way,Milky Way,False
/wiki/Big_Bang_cosmology,Big Bang,False
/wiki/Georges_Lema%C3%AEtre,Georges Lemaître,False
/wiki/Hubble%27s_law,Hubble's law,False
/wiki/Charles_%C3%89douard_Guillaume,Charles Édouard Guillaume,False
/wiki/Arthur_Eddington,Arthur Eddington,False
/wiki/Erich_Regener,Erich Regener,False
/wiki/Cosmic_ray,Cosmic ray,False
/wiki/Ralph_Alpher,Ralph Asher Alpher,False
/wiki/Robert_Herman,Robert Herman,False
/wiki/Big_Bang,Big Bang,False
/wiki/Cosmic_microwave_background,Cosmic microwave background,False
/wiki/Emmeline_Stuart-Wortley,Lady Emmeline Stuart-Wortley,False
/wiki/Alexander_von_Humboldt,Alexander von Humboldt,False
/wiki/H._G._Wells,H. G. Wells,False
/wiki/John_Milton,John Milton,False
/wiki/Paradise_Lost,Paradise Lost,False
/wiki/Spacecraft,Spacecraft,False
/wiki/Space_technology,Space technology,False
/wiki/Space_exploration,Space exploration,False
/wiki/Human_presence_in_space,Human presence in space,False
/wiki/Astronautics,Astronautics,False
/wiki/Spaceflight,Spaceflight,False
/wiki/Human_spaceflight,Crewed spaceflight,False
/wiki/First_image_of_Earth,Timeline of first images of Earth from space,False
/wiki/William_Anders,William Anders,False
/wiki/Apollo_8,Apollo 8,False
/wiki/Explorer_II,Explorer II,False
/wiki/V-2_rocket,V-2 rocket,False
/wiki/Sputnik_1,Sputnik 1,False
/wiki/R-7_Semyorka,R-7 Semyorka,False
/wiki/Yuri_Gagarin,Yuri Gagarin,False
/wiki/Vostok_1,Vostok 1,False
/wiki/Frank_Borman,Frank Borman,False
/wiki/Jim_Lovell,Jim Lovell,False
/wiki/William_Anders,William Anders,False
/wiki/Apollo_8,Apollo 8,False
/wiki/Luna_1,Luna 1,False
/wiki/Venera_1,Venera 1,False
/wiki/Venus,Venus,False
/wiki/Mariner_2,Mariner 2,False
/wiki/Mariner_4,Mariner 4,False
/wiki/Minor_planet,Minor planet,False
/wiki/Voyager_1,Voyager 1,False
/wiki/Interstellar_space,Outer space,False
/wiki/Space_science,Outline of space science,False
/wiki/Benefits_of_space_exploration,Benefits of space exploration,False
/wiki/Earth_observation,Earth observation,False
/wiki/Commercialization_of_space,Commercial use of space,False
/wiki/Space_habitation,Human presence in space,False
/wiki/International_Space_Station,International Space Station,False
/wiki/Low_Earth_orbit,Low Earth orbit,False
/wiki/Milky_Way,Milky Way,False
/wiki/Interstellar_space,Outer space,False
/wiki/Airglow,Airglow,False
/wiki/Ionosphere,Ionosphere,False
/wiki/K%C3%A1rm%C3%A1n_line,Kármán line,False
/wiki/Thermosphere,Thermosphere,False
/wiki/Electromagnetic_spectrum,Electromagnetic spectrum,False
/wiki/Hubble_Space_Telescope,Hubble Space Telescope,False
/wiki/Interplanetary_dust_cloud,Interplanetary dust cloud,False
/wiki/Infrared_telescope,Infrared telescope,False
/wiki/Daedalus_(crater),Daedalus (crater),False
/wiki/Far_side_of_the_Moon,Far side of the Moon,False
/wiki/Radio_telescope,Radio telescope,False
/wiki/Electromagnetic_interference,Electromagnetic interference,False
/wiki/Weather_satellite,Weather satellite,False
/wiki/Communications_satellite,Communications satellite,False
/wiki/Satellite_navigation,Satellite navigation,False
/wiki/Remote_sensing,Remote sensing,False
/wiki/Spy_satellite,Reconnaissance satellite,False
/wiki/Asteroid_mining,Asteroid mining,False
/wiki/Space_manufacturing,Space manufacturing,False
/wiki/Falcon_9,Falcon 9,False
/wiki/Reusable_launch_system,Reusable launch vehicle,False
/wiki/Non-rocket_spacelaunch,Non-rocket spacelaunch,False
/wiki/Momentum_exchange_tether,Momentum exchange tether,False
/wiki/Space_elevators,Space elevator,False
/wiki/Interstellar_travel,Interstellar travel,False
/wiki/Project_Daedalus,Project Daedalus,False
/wiki/Nuclear_fusion,Nuclear fusion,False
/wiki/Deuterium,Deuterium,False
/wiki/Helium-3,Helium-3,False
/wiki/Alpha_Centauri,Alpha Centauri,False
/wiki/Light_sail,Solar sail,False
/wiki/Bussard_ramjet,Bussard ramjet,False
/wiki/Beam-powered_propulsion,Beam-powered propulsion,False
/wiki/Antimatter,Antimatter,False
/wiki/Relativistic_speed,Relativistic speed,False
/wiki/Renewable_energy,Renewable energy,False
/wiki/Cooling,Cooling,False
/wiki/Passive_daytime_radiative_cooling,Passive daytime radiative cooling,False
/wiki/Long-wave_infrared,Infrared,False
/wiki/Thermal_radiation,Thermal radiation,False
/wiki/Heat_transfer,Heat transfer,False
/wiki/Earth%E2%80%99s_surface,Earth,False
/wiki/Infrared_window,Infrared window,False
/wiki/Photonic_metamaterial,Photonic metamaterial,False
/wiki/Earth%27s_location,Location of Earth,False
/wiki/List_of_government_space_agencies,List of government space agencies,False
/wiki/List_of_topics_in_space,List of topics in space,False
